sourceid,rankid,sciname,unitname1,author,sourceparentid,parentstr,acceptance
164518,140,Batrachospermaceae,Batrachospermaceae,,164489,Batrachospermales,1
164519,140,Chaetosphaeridiaceae,Chaetosphaeridiaceae,,164496,Coleochaetales,1
164520,140,Closteriaceae,Closteriaceae,,164511,Zygnematales,1
164521,140,Coleochaetaceae,Coleochaetaceae,,164496,Coleochaetales,1
164522,140,Desmidiaceae,Desmidiaceae,,164511,Zygnematales,1
164523,140,Mesotaeniaceae,Mesotaeniaceae,,164511,Zygnematales,1
164524,140,Zygnemataceae,Zygnemataceae,,164511,Zygnematales,1
164553,140,Characiopsidaceae,Characiopsidaceae,,164541,Mischococcales,1
164554,140,Chroococcaceae,Chroococcaceae,,164538,Chroococcales,1
164555,140,Cyanobacteriaceae,Cyanobacteriaceae,,164538,Chroococcales,1
164556,140,Euglenaceae,Euglenaceae,,164539,Euglenales,1
164557,140,Gomphosphaeriaceae,Gomphosphaeriaceae,,164538,Chroococcales,1
164558,140,Hydruraceae,Hydruraceae,,164540,Hydrurales,1
164559,140,Merismopediaceae,Merismopediaceae,,164545,Synechococcales,1
164560,140,Microchaetaceae,Microchaetaceae,,164542,Nostocales,1
164561,140,Microcystaceae,Microcystaceae,,164538,Chroococcales,1
164562,140,Nostocaceae,Nostocaceae,,164542,Nostocales,1
164563,140,Ophiocytiaceae,Ophiocytiaceae,,164541,Mischococcales,1
164564,140,Oscillatoriaceae,Oscillatoriaceae,,164541,Mischococcales,1
164565,140,Phormidiaceae,Phormidiaceae,,164543,Oscillatoriales,1
164566,140,Pseudanabaenaceae,Pseudanabaenaceae,,164544,Pseudanabaenales,1
164567,140,Rivulariaceae,Rivulariaceae,,164542,Nostocales,1
164568,140,Schizotrichaceae,Schizotrichaceae,,164543,Oscillatoriales,1
164569,140,Scytonemataceae,Scytonemataceae,,164542,Nostocales,1
164570,140,Stigonemataceae,Stigonemataceae,,164542,Nostocales,1
164571,140,Tribonemataceae,Tribonemataceae,,164546,Tribonematales,1
164572,140,Vaucheriaceae,Vaucheriaceae,,164547,Vaucheriales,1
165373,140,Nothofagaceae,Nothofagaceae,,5531,Fagales,1
167085,140,Woodsiaceae,Woodsiaceae,Herter,5488,Polypodiales,1
167300,140,Sciadopityaceae,Sciadopityaceae,Luerss.,5487,Pinales,1
167567,140,Tetrachondraceae,Tetrachondraceae,Wettstein   ,5500,Lamiales,1
232320,140,Alzateaceae,Alzateaceae,,5520,Myrtales,1
232338,140,Anacampserotaceae,Anacampserotaceae,,5534,Caryophyllales,1
232376,140,Aptandraceae,Aptandraceae,,5523,Santalales,1
232384,140,Argophyllaceae,Argophyllaceae,,5505,Asterales,1
232402,140,Asteliaceae,Asteliaceae,,164408,Asparagales,1
232408,140,Atherospermataceae,Atherospermataceae,,16471,Laurales,1
232464,140,Boryaceae,Boryaceae,,164408,Asparagales,1
232494,140,Calceolariaceae,Calceolariaceae,,5500,Lamiales,1
232554,140,Cervantesiaceae,Cervantesiaceae,,5523,Santalales,1
232585,140,Chlorococcaceae,Chlorococcaceae,,164458,Chlorococcales,1
232627,140,Colchicaceae,Colchicaceae,,5538,Liliales,1
232653,140,Coulaceae,Coulaceae,,5523,Santalales,1
232707,140,Cytinaceae,Cytinaceae,,5543,Malvales,1
232800,140,Doryanthaceae,Doryanthaceae,,164408,Asparagales,1
232880,140,Erythropalaceae,Erythropalaceae,,5523,Santalales,1
232949,140,Gelsemiaceae,Gelsemiaceae,,5492,Gentianales,1
232959,140,Gisekiaceae,Gisekiaceae,,5534,Caryophyllales,1
232979,140,Griseliniaceae,Griseliniaceae,,5484,Apiales,1
233066,140,Hyacinthaceae,Hyacinthaceae,,164408,Asparagales,1
233071,140,Hydroleaceae,Hydroleaceae,,5489,Solanales,1
233170,140,Lepidobotryaceae,Lepidobotryaceae,,5525,Celastrales,1
233194,140,Linderniaceae,Linderniaceae,,5500,Lamiales,1
233197,140,Lindsaeaceae,Lindsaeaceae,,5488,Polypodiales,1
233206,140,Lomariopsidaceae,Lomariopsidaceae,,5488,Polypodiales,1
233339,140,Monostromataceae,Monostromataceae,,164481,Ulvales,1
233341,140,Montiaceae,Montiaceae,,5534,Caryophyllales,1
233358,140,Muntingiaceae,Muntingiaceae,,5543,Malvales,1
233372,140,Nanodeaceae,Nanodeaceae,,5523,Santalales,1
233414,140,Nitrariaceae,Nitrariaceae,,5542,Sapindales,1
233441,140,Oleandraceae,Oleandraceae,,5488,Polypodiales,1
233448,140,Onocleaceae,Onocleaceae,,5488,Polypodiales,1
233535,140,Paulowniaceae,Paulowniaceae,,5500,Lamiales,1
233551,140,Pentaphylacaceae,Pentaphylacaceae,,5507,Ericales,1
233580,140,Philesiaceae,Philesiaceae,,5538,Liliales,1
233638,140,Plocospermataceae,Plocospermataceae,,5500,Lamiales,1
233742,140,Quillajaceae,Quillajaceae,,5486,Fabales,1
233817,140,Saccolomataceae,Saccolomataceae,,5488,Polypodiales,1
233831,140,Sarcobataceae,Sarcobataceae,,5534,Caryophyllales,1
233854,140,Schlegeliaceae,Schlegeliaceae,,5500,Lamiales,1
233858,140,Schoepfiaceae,Schoepfiaceae,,5523,Santalales,1
233878,140,Selenastraceae,Selenastraceae,,164476,Sphaeropleales,1
233904,140,Siparunaceae,Siparunaceae,,16471,Laurales,1
233948,140,Stangeriaceae,Stangeriaceae,,16370,Cycadales,1
233950,140,Stegnospermataceae,Stegnospermataceae,,5534,Caryophyllales,1
233977,140,Stilbaceae,Stilbaceae,,5500,Lamiales,1
233985,140,Strombosiaceae,Strombosiaceae,,5523,Santalales,1
234011,140,Talinaceae,Talinaceae,,5534,Caryophyllales,1
234019,140,Tecophilaeaceae,Tecophilaeaceae,,164408,Asparagales,1
234020,140,Tectariaceae,Tectariaceae,,5488,Polypodiales,1
234031,140,Tetrameristaceae,Tetrameristaceae,,5507,Ericales,1
234049,140,Ticodendraceae,Ticodendraceae,,5531,Fagales,1
234056,140,Tofieldiaceae,Tofieldiaceae,,5499,Alismatales,1
234146,140,Vivianiaceae,Vivianiaceae,,5480,Geraniales,1
234181,140,Xanthoceraceae,Xanthoceraceae,,5542,Sapindales,1
234372,140,Cibotiaceae,Cibotiaceae,,234315,Cyatheales,1
234373,140,Culcitaceae,Culcitaceae,,234315,Cyatheales,1
234374,140,Dipteridaceae,Dipteridaceae,,234320,Gleicheniales,1
234375,140,Loxomataceae,Loxomataceae,,234315,Cyatheales,1
234376,140,Thyrsopteridaceae,Thyrsopteridaceae,,234315,Cyatheales,1
234436,140,Nartheciaceae,Nartheciaceae,,234427,Dioscoreales,1
234472,140,Berberidopsidaceae,Berberidopsidaceae,,234465,Berberidopsidales,1
234474,140,Iteaceae,Iteaceae,,234467,Saxifragales,1
234494,140,Anisophylleaceae,Anisophylleaceae,,234483,Cucurbitales,1
234495,140,Apodanthaceae,Apodanthaceae,,234483,Cucurbitales,1
234497,140,Bonnetiaceae,Bonnetiaceae,,234486,Malpighiales,1
234500,140,Calophyllaceae,Calophyllaceae,,234486,Malpighiales,1
234501,140,Dichapetalaceae,Dichapetalaceae,,234486,Malpighiales,1
234503,140,Euphroniaceae,Euphroniaceae,,234486,Malpighiales,1
234505,140,Goupiaceae,Goupiaceae,,234486,Malpighiales,1
234506,140,Guamatelaceae,Guamatelaceae,,234482,Crossosomatales,1
234507,140,Hypericaceae,Hypericaceae,,234486,Malpighiales,1
234508,140,Ixonanthaceae,Ixonanthaceae,,234486,Malpighiales,1
234509,140,Lacistemataceae,Lacistemataceae,,234486,Malpighiales,1
234510,140,Lophopyxidaceae,Lophopyxidaceae,,234486,Malpighiales,1
234511,140,Peraceae,Peraceae,,234486,Malpighiales,1
234512,140,Phyllanthaceae,Phyllanthaceae,,234486,Malpighiales,1
234513,140,Picramniaceae,Picramniaceae,,234488,Picramniales,1
234514,140,Putranjivaceae,Putranjivaceae,,234486,Malpighiales,1
234515,140,Setchellanthaceae,Setchellanthaceae,,234480,Brassicales,1
234541,140,Metteniusaceae,Metteniusaceae,,234498,Boraginales,1
234542,140,Phyllonomaceae,Phyllonomaceae,,234496,Aquifoliales,1
234545,140,Stemonuraceae,Stemonuraceae,,234496,Aquifoliales,1
