sourceid,kingdomid,rankid,sciname,unitname1,author,sourceparentid,parentstr,acceptance
16556,3,140,Daphniphyllaceae,Daphniphyllaceae,NULL,5536,Euphorbiales,1
16557,3,140,Buxaceae,Buxaceae,NULL,234441,Buxales,1
16558,3,140,Acoraceae,Acoraceae,NULL,234406,Acorales,1
16559,3,140,Xanthorrhoeaceae,Xanthorrhoeaceae,NULL,164408,Asparagales,1
16560,3,140,Smilacaceae,Smilacaceae,NULL,5538,Liliales,1
16561,3,140,Hanguanaceae,Hanguanaceae,NULL,5506,Commelinales,1
16562,3,140,Stemonaceae,Stemonaceae,NULL,16553,Pandanales,1
16563,3,140,Amaryllidaceae,Amaryllidaceae,NULL,164408,Asparagales,1
16564,3,140,Dioscoreaceae,Dioscoreaceae,NULL,234427,Dioscoreales,1
16565,3,140,Cyanastraceae,Cyanastraceae,NULL,5538,Liliales,1
16566,3,140,Taccaceae,Taccaceae,NULL,5538,Liliales,1
16567,3,140,Philydraceae,Philydraceae,NULL,5506,Commelinales,1
16568,3,140,Haemodoraceae,Haemodoraceae,NULL,5506,Commelinales,1
16569,3,140,Velloziaceae,Velloziaceae,NULL,16553,Pandanales,1
16570,3,140,Leeaceae,Leeaceae,NULL,5539,Rhamnales,1
16578,3,140,Stachyuraceae,Stachyuraceae,NULL,234482,Crossosomatales,1
16579,3,140,Actinidiaceae,Actinidiaceae,NULL,5507,Ericales,1
16580,3,140,Rhopalocarpaceae,Rhopalocarpaceae,NULL,5541,Theales,1
16581,3,140,Marcgraviaceae,Marcgraviaceae,NULL,5507,Ericales,1
16582,3,140,Caryocaraceae,Caryocaraceae,NULL,234486,Malpighiales,1
16583,3,140,Quiinaceae,Quiinaceae,NULL,5541,Theales,1
16584,3,140,Theaceae,Theaceae,NULL,5507,Ericales,1
16585,3,140,Sarcolaenaceae,Sarcolaenaceae,NULL,5541,Theales,1
16586,3,140,Ochnaceae,Ochnaceae,NULL,234486,Malpighiales,1
16587,3,140,Medusagynaceae,Medusagynaceae,NULL,5541,Theales,1
16588,3,140,Dipterocarpaceae,Dipterocarpaceae,NULL,5543,Malvales,1
16589,3,140,Staphyleaceae,Staphyleaceae,NULL,234482,Crossosomatales,1
16590,3,140,Akaniaceae,Akaniaceae,NULL,5542,Sapindales,1
16591,3,140,Stylobasiaceae,Stylobasiaceae,NULL,5542,Sapindales,1
16592,3,140,Melianthaceae,Melianthaceae,NULL,5480,Geraniales,1
16593,3,140,Julianaceae,Julianaceae,NULL,5542,Sapindales,1
16594,3,140,Cneoraceae,Cneoraceae,NULL,5542,Sapindales,1
16595,3,140,Hippocastanaceae,Hippocastanaceae,NULL,5542,Sapindales,1
16596,3,140,Greyiaceae,Greyiaceae,NULL,5542,Sapindales,1
16597,3,140,Elaeocarpaceae,Elaeocarpaceae,NULL,234487,Oxalidales,1
16598,3,140,Scytopetalaceae,Scytopetalaceae,NULL,5543,Malvales,1
16599,3,140,Bombacaceae,Bombacaceae,NULL,5543,Malvales,1
16606,3,140,Undetermined,Undetermined,NULL,5571,Plantae,1
16616,3,140,Calyceraceae,Calyceraceae,NULL,5505,Asterales,1
16617,3,140,Schisandraceae,Schisandraceae,NULL,234385,Austrobaileyales,1
16618,3,140,Illiciaceae,Illiciaceae,NULL,16470,Illiciales,1
16619,3,140,Lauraceae,Lauraceae,NULL,16471,Laurales,1
16620,3,140,Calycanthaceae,Calycanthaceae,NULL,16471,Laurales,1
16621,3,140,Hernandiaceae,Hernandiaceae,NULL,16471,Laurales,1
16622,3,140,Monimiaceae,Monimiaceae,NULL,16471,Laurales,1
16623,3,140,Sarraceniaceae,Sarraceniaceae,NULL,5507,Ericales,1
16624,3,140,Nepenthaceae,Nepenthaceae,NULL,5534,Caryophyllales,1
16625,3,140,Droseraceae,Droseraceae,NULL,5534,Caryophyllales,1
16626,3,140,Rhizophoraceae,Rhizophoraceae,NULL,234486,Malpighiales,1
16628,3,140,Marattiaceae,Marattiaceae,NULL,16405,Marattiales,1
16635,3,140,Triuridaceae,Triuridaceae,NULL,16553,Pandanales,1
16636,3,140,Petrosaviaceae,Petrosaviaceae,NULL,16432,Triuridales,1
16637,3,140,Eriocaulaceae,Eriocaulaceae,NULL,234442,Poales,1
16638,3,140,Anarthriaceae,Anarthriaceae,NULL,16447,Restionales,1
16639,3,140,Joinvilleaceae,Joinvilleaceae,NULL,234442,Poales,1
16640,3,140,Centrolepidaceae,Centrolepidaceae,NULL,234442,Poales,1
16641,3,140,Ecdeiocoleaceae,Ecdeiocoleaceae,NULL,16447,Restionales,1
16642,3,140,Flagellariaceae,Flagellariaceae,NULL,234442,Poales,1
16643,3,140,Restionaceae,Restionaceae,NULL,234442,Poales,1
16644,3,140,Diapensiaceae,Diapensiaceae,NULL,5507,Ericales,1
16647,3,140,Taxaceae,Taxaceae,NULL,5487,Pinales,1
16648,3,140,Gnetaceae,Gnetaceae,NULL,16467,Gnetales,1
16649,3,140,Welwitschiaceae,Welwitschiaceae,NULL,16466,Welwitschiales,1
16650,3,140,Eupomatiaceae,Eupomatiaceae,NULL,16469,Magnoliales,1
16651,3,140,Amborellaceae,Amborellaceae,NULL,234370,Amborellales,1
16652,3,140,Trimeniaceae,Trimeniaceae,NULL,234385,Austrobaileyales,1
16653,3,140,Gomortegaceae,Gomortegaceae,NULL,16471,Laurales,1
16654,3,140,Sonneratiaceae,Sonneratiaceae,NULL,16469,Magnoliales,1
16655,3,140,Myristicaceae,Myristicaceae,NULL,16469,Magnoliales,1
16656,3,140,Himantandraceae,Himantandraceae,NULL,16469,Magnoliales,1
16657,3,140,Degeneriaceae,Degeneriaceae,NULL,16469,Magnoliales,1
16658,3,140,Winteraceae,Winteraceae,NULL,234399,Canellales,1
16659,3,140,Lactoridaceae,Lactoridaceae,NULL,5513,Piperales,1
16660,3,140,Austrobaileyaceae,Austrobaileyaceae,NULL,16469,Magnoliales,1
16661,3,140,Annonaceae,Annonaceae,NULL,16469,Magnoliales,1
16662,3,140,Canellaceae,Canellaceae,NULL,234399,Canellales,1
16663,3,140,Podostemonaceae,Podostemonaceae,NULL,16520,Podostemales,1
16664,3,140,Podostemaceae,Podostemaceae,NULL,234486,Malpighiales,1
16665,3,140,Proteaceae,Proteaceae,NULL,16519,Proteales,1
16668,3,140,Bataceae,Bataceae,NULL,234480,Brassicales,1
16671,3,140,Leitneriaceae,Leitneriaceae,NULL,16537,Leitneriales,1
16672,3,140,Myricaceae,Myricaceae,NULL,5531,Fagales,1
16673,3,140,Marantaceae,Marantaceae,NULL,16407,Zingiberales,1
16674,3,140,Musaceae,Musaceae,NULL,16407,Zingiberales,1
16675,3,140,Cannaceae,Cannaceae,NULL,16407,Zingiberales,1
16676,3,140,Heliconiaceae,Heliconiaceae,NULL,16407,Zingiberales,1
16677,3,140,Zingiberaceae,Zingiberaceae,NULL,16407,Zingiberales,1
16678,3,140,Strelitziaceae,Strelitziaceae,NULL,16407,Zingiberales,1
16679,3,140,Lowiaceae,Lowiaceae,NULL,16407,Zingiberales,1
16680,3,140,Costaceae,Costaceae,NULL,16407,Zingiberales,1
16681,3,140,Casuarinaceae,Casuarinaceae,NULL,5531,Fagales,1
16682,3,140,Cyclanthaceae,Cyclanthaceae,NULL,16553,Pandanales,1
16683,3,140,Pandanaceae,Pandanaceae,NULL,16553,Pandanales,1
16684,3,140,Dilleniaceae,Dilleniaceae,NULL,16575,Dilleniales,1
16685,3,140,Paeoniaceae,Paeoniaceae,NULL,234467,Saxifragales,1
16686,3,140,Lecythidaceae,Lecythidaceae,NULL,5507,Ericales,1
16687,3,140,Nolanaceae,Nolanaceae,NULL,16429,Polemoniales,1
16704,3,140,Abietaceae,Abietaceae,NULL,16646,Coniferales,1
16724,3,140,Tetracentraceae,Tetracentraceae,NULL,16612,Trochodendrales,1
16725,3,140,Trochodendraceae,Trochodendraceae,NULL,16612,Trochodendrales,1
16726,3,140,Eucommiaceae,Eucommiaceae,NULL,16615,Eucommiales,1
16727,3,140,Phytodiniaceae,Phytodiniaceae,NULL,16721,Phytodiniales,1
16728,3,140,Dinotrichaceae,Dinotrichaceae,NULL,16720,Dinotrichales,1
16729,3,140,Pyrocystaceae,Pyrocystaceae,NULL,16707,Gonyaulacales,1
16730,3,140,Ostreopsidaceae,Ostreopsidaceae,NULL,16707,Gonyaulacales,1
16731,3,140,Ceratocoryaceae,Ceratocoryaceae,NULL,16707,Gonyaulacales,1
16732,3,140,Crypthecodiniaceae,Crypthecodiniaceae,NULL,16707,Gonyaulacales,1
16733,3,140,Protoperidinaceae,Protoperidinaceae,NULL,16707,Gonyaulacales,1
16734,3,140,Calciodinellaceae,Calciodinellaceae,NULL,16707,Gonyaulacales,1
16735,3,140,Thecadiniaceae,Thecadiniaceae,NULL,16707,Gonyaulacales,1
16736,3,140,Oxytoxaceae,Oxytoxaceae,NULL,16707,Gonyaulacales,1
16737,3,140,Cladopyxidaceae,Cladopyxidaceae,NULL,16707,Gonyaulacales,1
16738,3,140,Goniodomataceae,Goniodomataceae,NULL,16707,Gonyaulacales,1
16739,3,140,Ceratiaceae,Ceratiaceae,NULL,16707,Gonyaulacales,1
16740,3,140,Heterodiniaceae,Heterodiniaceae,NULL,16707,Gonyaulacales,1
16741,3,140,Gonyaulacaceae,Gonyaulacaceae,NULL,16707,Gonyaulacales,1
16742,3,140,Pyrophacaceae,Pyrophacaceae,NULL,16707,Gonyaulacales,1
16743,3,140,Symbiodiniaceae,Symbiodiniaceae,NULL,16712,Suessiales,1
16744,3,140,Ptychodiscaceae,Ptychodiscaceae,NULL,16722,Ptychodiscales,1
16745,3,140,Leptodiscaceae,Leptodiscaceae,NULL,16719,Noctilucales,1
16746,3,140,Kofoidiniaceae,Kofoidiniaceae,NULL,16719,Noctilucales,1
16747,3,140,Noctilucaceae,Noctilucaceae,NULL,16719,Noctilucales,1
16748,3,140,Lophodiniaceae,Lophodiniaceae,NULL,16718,Lophodiniales,1
16749,3,140,Brachydiniaceae,Brachydiniaceae,NULL,16717,Brachydiniales,1
16750,3,140,Actiniscaceae,Actiniscaceae,NULL,16716,Actiniscales,1
16751,3,140,Thoracosphaeraceae,Thoracosphaeraceae,NULL,16715,Thoracosphaerales,1
16754,3,140,Rhaphoneidaceae,Rhaphoneidaceae,NULL,16701,Rhaphoneidales,1
16756,3,140,Actinodiscaceae,Actinodiscaceae,NULL,16706,Centrales,1
16757,3,140,Chaetocerotaceae,Chaetocerotaceae,NULL,16706,Centrales,1
16758,3,140,Cymatosiraceae,Cymatosiraceae,NULL,16706,Centrales,1
16759,3,140,Pyxillaceae,Pyxillaceae,NULL,16706,Centrales,1
16760,3,140,Thalassionemataceae,Thalassionemataceae,NULL,16706,Centrales,1
16761,3,140,Rhizosoleniaceae,Rhizosoleniaceae,NULL,16706,Centrales,1
16762,3,140,Melosiraceae,Melosiraceae,NULL,16706,Centrales,1
16763,3,140,Chaetoceraceae,Chaetoceraceae,NULL,16706,Centrales,1
16764,3,140,Biddulphiaceae,Biddulphiaceae,NULL,16706,Centrales,1
16765,3,140,Eupodiscaceae,Eupodiscaceae,NULL,16706,Centrales,1
16766,3,140,Asterolampraceae,Asterolampraceae,NULL,16706,Centrales,1
16767,3,140,Coscinodiscaceae,Coscinodiscaceae,NULL,16706,Centrales,1
16768,3,140,Thalassiosiraceae,Thalassiosiraceae,NULL,16706,Centrales,1
16769,3,140,Oxyphysaceae,Oxyphysaceae,NULL,16711,Prorocentrales,1
16770,3,140,Prorocentraceae,Prorocentraceae,NULL,16711,Prorocentrales,1
16771,3,140,Dinophysiaceae,Dinophysiaceae,NULL,16710,Dinophysiales,1
16772,3,140,Amphisoleniaceae,Amphisoleniaceae,NULL,16710,Dinophysiales,1
16773,3,140,Warnowiaceae,Warnowiaceae,NULL,16709,Gymnodiniales,1
16774,3,140,Gymnodiniaceae,Gymnodiniaceae,NULL,16709,Gymnodiniales,1
16775,3,140,Syndiniaceae,Syndiniaceae,NULL,16708,Peridiniales,1
16776,3,140,Podolampaceae,Podolampaceae,NULL,16708,Peridiniales,1
16777,3,140,Glenodiniopsidaceae,Glenodiniopsidaceae,NULL,16708,Peridiniales,1
16778,3,140,Kolkwitziellaceae,Kolkwitziellaceae,NULL,16708,Peridiniales,1
16779,3,140,Triadiniaceae,Triadiniaceae,NULL,16708,Peridiniales,1
16780,3,140,Coccidinaceae,Coccidinaceae,NULL,16708,Peridiniales,1
16781,3,140,Haplozoonaceae,Haplozoonaceae,NULL,16708,Peridiniales,1
16782,3,140,Blastodiniaceae,Blastodiniaceae,NULL,16708,Peridiniales,1
16783,3,140,Oodiniaceae,Oodiniaceae,NULL,16708,Peridiniales,1
16784,3,140,Endodiniaceae,Endodiniaceae,NULL,16708,Peridiniales,1
16785,3,140,Paradiniaceae,Paradiniaceae,NULL,16708,Peridiniales,1
16786,3,140,Protoceratiaceae,Protoceratiaceae,NULL,16708,Peridiniales,1
16787,3,140,Glenodiniaceae,Glenodiniaceae,NULL,16708,Peridiniales,1
16788,3,140,Peridiniaceae,Peridiniaceae,NULL,16708,Peridiniales,1
16789,3,140,Ptychochscaceae,Ptychochscaceae,NULL,16708,Peridiniales,1
16790,3,140,Amphilothaceae,Amphilothaceae,NULL,16708,Peridiniales,1
16791,3,140,Pronoctilucaceae,Pronoctilucaceae,NULL,16708,Peridiniales,1
16792,3,140,Polykrikaceae,Polykrikaceae,NULL,16708,Peridiniales,1
16793,3,140,Archaeosphaerodiniopsidaceae,Archaeosphaerodiniopsidaceae,NULL,16708,Peridiniales,1
16794,3,140,Podolampadaceae,Podolampadaceae,NULL,16708,Peridiniales,1
16795,3,140,Dinosphaeraceae,Dinosphaeraceae,NULL,16708,Peridiniales,1
16796,3,140,Achnanthaceae,Achnanthaceae,NULL,16705,Pennales,1
16797,3,140,Bacillariaceae,Bacillariaceae,NULL,164442,Bacillariales,1
16798,3,140,Surirellaceae,Surirellaceae,NULL,164452,Surirellales,1
16799,3,140,Epithemiaceae,Epithemiaceae,NULL,16705,Pennales,1
16800,3,140,Diatomaceae,Diatomaceae,NULL,16705,Pennales,1
16801,3,140,Cymbellaceae,Cymbellaceae,NULL,164445,Cymbellales,1
16802,3,140,Gomphonemaceae,Gomphonemaceae,NULL,16705,Pennales,1
16803,3,140,Entomoneidaceae,Entomoneidaceae,NULL,16705,Pennales,1
16804,3,140,Naviculaceae,Naviculaceae,NULL,164448,Naviculales,1
16805,3,140,Nitzschiaceae,Nitzschiaceae,NULL,16705,Pennales,1
16806,3,140,Codoniaceae,Codoniaceae,NULL,16723,Anthocerotales,1
16807,3,140,Anthocerotaceae,Anthocerotaceae,NULL,16723,Anthocerotales,1
16808,3,140,Dendrocerotaceae,Dendrocerotaceae,NULL,16723,Anthocerotales,1
16809,3,140,Notothyladaceae,Notothyladaceae,NULL,16723,Anthocerotales,1
16810,3,140,Anthoceratoaceae,Anthoceratoaceae,NULL,16723,Anthocerotales,1
16825,3,140,Monocleaceae,Monocleaceae,NULL,16755,Monocleales,1
16826,3,140,Calomniaceae,Calomniaceae,NULL,16815,Tetraphidae,1
16850,3,140,Cryphaeaceae,Cryphaeaceae,NULL,16847,Leucodontales,1
16851,3,140,Anomodontaceae,Anomodontaceae,NULL,16847,Leucodontales,1
16852,3,140,Leptodontaceae,Leptodontaceae,NULL,16847,Leucodontales,1
16853,3,140,Climaciaceae,Climaciaceae,NULL,16847,Leucodontales,1
16854,3,140,Pterobryaceae,Pterobryaceae,NULL,16847,Leucodontales,1
16855,3,140,Neckeraceae,Neckeraceae,NULL,16847,Leucodontales,1
16856,3,140,Meteoriaceae,Meteoriaceae,NULL,16847,Leucodontales,1
16857,3,140,Hedwigiaceae,Hedwigiaceae,NULL,16847,Leucodontales,1
16858,3,140,Leucodontaceae,Leucodontaceae,NULL,16847,Leucodontales,1
16859,3,140,Schistostegaceae,Schistostegaceae,NULL,16840,Schistostegiales,1
16860,3,140,Seligeriaceae,Seligeriaceae,NULL,16846,Seligerales,1
16861,3,140,Takakiaceae,Takakiaceae,NULL,16821,Takakiales,1
16862,3,140,Andreaeobryaceae,Andreaeobryaceae,NULL,16816,Andreaeobryales,1
16863,3,140,Tetraphidaceae,Tetraphidaceae,NULL,16848,Tetraphidales,1
16864,3,140,Polytrichaceae,Polytrichaceae,NULL,16849,Polytrichales,1
16867,3,140,Haplomitriaceae,Haplomitriaceae,NULL,16819,Calobryales,1
16878,3,140,Arnelliaceae,Arnelliaceae,NULL,16820,Jungermanniales,1
16879,3,140,Chonecoleaceae,Chonecoleaceae,NULL,16820,Jungermanniales,1
16880,3,140,Cephaloziellaceae,Cephaloziellaceae,NULL,16820,Jungermanniales,1
16881,3,140,Adelanthaceae,Adelanthaceae,NULL,16820,Jungermanniales,1
16882,3,140,Cephaloziaceae,Cephaloziaceae,NULL,16820,Jungermanniales,1
16883,3,140,Antheliaceae,Antheliaceae,NULL,16820,Jungermanniales,1
16884,3,140,Lepidoziaceae,Lepidoziaceae,NULL,16820,Jungermanniales,1
16885,3,140,Trichocoleaceae,Trichocoleaceae,NULL,16820,Jungermanniales,1
16886,3,140,Mastigophoraceae,Mastigophoraceae,NULL,16820,Jungermanniales,1
16887,3,140,Pseudolepicoleaceae,Pseudolepicoleaceae,NULL,16820,Jungermanniales,1
16888,3,140,Herbertaceae,Herbertaceae,NULL,16820,Jungermanniales,1
16889,3,140,Porellaceae,Porellaceae,NULL,16820,Jungermanniales,1
16890,3,140,Geocalycaceae,Geocalycaceae,NULL,16820,Jungermanniales,1
16892,3,140,Gyrothyraceae,Gyrothyraceae,NULL,16820,Jungermanniales,1
16894,3,140,Ptilidiaceae,Ptilidiaceae,NULL,16820,Jungermanniales,1
16895,3,140,Radulaceae,Radulaceae,NULL,16820,Jungermanniales,1
16896,3,140,Calypogeiaceae,Calypogeiaceae,NULL,16820,Jungermanniales,1
16897,3,140,Calypogejaceae,Calypogejaceae,NULL,16820,Jungermanniales,1
16898,3,140,Lophocoleaceae,Lophocoleaceae,NULL,16820,Jungermanniales,1
16900,3,140,Jubulaceae,Jubulaceae,NULL,16820,Jungermanniales,1
16901,3,140,Plagiochilaceae,Plagiochilaceae,NULL,16820,Jungermanniales,1
16902,3,140,Pleuroziaceae,Pleuroziaceae,NULL,16820,Jungermanniales,1
16903,3,140,Scapaniaceae,Scapaniaceae,NULL,16820,Jungermanniales,1
16904,3,140,Gymnomitriaceae,Gymnomitriaceae,NULL,16820,Jungermanniales,1
16905,3,140,Jungermanniaceae,Jungermanniaceae,NULL,16820,Jungermanniales,1
16906,3,140,Mesoptychiaceae,Mesoptychiaceae,NULL,16820,Jungermanniales,1
16907,3,140,Acrobolbaceae,Acrobolbaceae,NULL,16820,Jungermanniales,1
16908,3,140,Lejeuneaceae,Lejeuneaceae,NULL,16820,Jungermanniales,1
16909,3,140,Allisoniaceae,Allisoniaceae,NULL,16818,Metzgeriales,1
16913,3,140,Treubiaceae,Treubiaceae,NULL,16818,Metzgeriales,1
16915,3,140,Blasiaceae,Blasiaceae,NULL,16818,Metzgeriales,1
16916,3,140,Pelliaceae,Pelliaceae,NULL,16818,Metzgeriales,1
16917,3,140,Aneuraceae,Aneuraceae,NULL,16818,Metzgeriales,1
16919,3,140,Pallaviciniaceae,Pallaviciniaceae,NULL,16818,Metzgeriales,1
16920,3,140,Fossombroniaceae,Fossombroniaceae,NULL,16818,Metzgeriales,1
16921,3,140,Metzgeriaceae,Metzgeriaceae,NULL,16818,Metzgeriales,1
16922,3,140,Riellaceae,Riellaceae,NULL,16822,Sphaerocarpales,1
16923,3,140,Sphaerocarpaceae,Sphaerocarpaceae,NULL,16822,Sphaerocarpales,1
16924,3,140,Reillaceae,Reillaceae,NULL,16822,Sphaerocarpales,1
16925,3,140,Ricciaceae,Ricciaceae,NULL,16823,Marchantiales,1
16926,3,140,Targioniaceae,Targioniaceae,NULL,16823,Marchantiales,1
16927,3,140,Marchantiaceae,Marchantiaceae,NULL,16823,Marchantiales,1
16928,3,140,Monosoleniaceae,Monosoleniaceae,NULL,16823,Marchantiales,1
16929,3,140,Conocephalaceae,Conocephalaceae,NULL,16823,Marchantiales,1
16930,3,140,Cleveaceae,Cleveaceae,NULL,16823,Marchantiales,1
16931,3,140,Lunulariaceae,Lunulariaceae,NULL,16823,Marchantiales,1
16932,3,140,Corsiniaceae,Corsiniaceae,NULL,16823,Marchantiales,1
16933,3,140,Aytoniaceae,Aytoniaceae,NULL,16823,Marchantiales,1
16934,3,140,Oxymitraceae,Oxymitraceae,NULL,16823,Marchantiales,1
16937,3,140,Sphagnaceae,Sphagnaceae,NULL,16824,Sphagnales,1
16938,3,140,Andreaeaceae,Andreaeaceae,NULL,16817,Andreaeales,1
16939,3,140,Archidiaceae,Archidiaceae,NULL,16845,Archidiales,1
16940,3,140,Ephemeraceae,Ephemeraceae,NULL,16844,Funariales,1
16941,3,140,Funariaceae,Funariaceae,NULL,16844,Funariales,1
16942,3,140,Oedipodiaceae,Oedipodiaceae,NULL,16844,Funariales,1
16943,3,140,Gigaspermaceae,Gigaspermaceae,NULL,16844,Funariales,1
16944,3,140,Splachnobryaceae,Splachnobryaceae,NULL,16844,Funariales,1
16945,3,140,Splachnaceae,Splachnaceae,NULL,16844,Funariales,1
16946,3,140,Disceliaceae,Disceliaceae,NULL,16844,Funariales,1
16947,3,140,Helicophyllaceae,Helicophyllaceae,NULL,16835,Orthotrichales,1
16948,3,140,Microtheciellaceae,Microtheciellaceae,NULL,16835,Orthotrichales,1
16949,3,140,Rhachitheciaceae,Rhachitheciaceae,NULL,16835,Orthotrichales,1
16950,3,140,Orthotrichaceae,Orthotrichaceae,NULL,16835,Orthotrichales,1
16951,3,140,Erpodiaceae,Erpodiaceae,NULL,16835,Orthotrichales,1
16952,3,140,Aulacomniaceae,Aulacomniaceae,NULL,16841,Bryales,1
16953,3,140,Racopilaceae,Racopilaceae,NULL,16841,Bryales,1
16954,3,140,Bryaceae,Bryaceae,NULL,16841,Bryales,1
16955,3,140,Spiridentaceae,Spiridentaceae,NULL,16841,Bryales,1
16956,3,140,Meesiaceae,Meesiaceae,NULL,16841,Bryales,1
16957,3,140,Lembophyllaceae,Lembophyllaceae,NULL,16841,Bryales,1
16958,3,140,Catoscopiaceae,Catoscopiaceae,NULL,16841,Bryales,1
16959,3,140,Hypopterygiaceae,Hypopterygiaceae,NULL,16841,Bryales,1
16961,3,140,Bartramiaceae,Bartramiaceae,NULL,16841,Bryales,1
16962,3,140,Timmiaceae,Timmiaceae,NULL,16841,Bryales,1
16963,3,140,Mitteniaceae,Mitteniaceae,NULL,16841,Bryales,1
16964,3,140,Rhizogoniaceae,Rhizogoniaceae,NULL,16841,Bryales,1
16965,3,140,Mniaceae,Mniaceae,NULL,16841,Bryales,1
16966,3,140,Leptostomaceae,Leptostomaceae,NULL,16841,Bryales,1
16967,3,140,Pseudoditrichaceae,Pseudoditrichaceae,NULL,16841,Bryales,1
16968,3,140,Hypnodendraceae,Hypnodendraceae,NULL,16841,Bryales,1
16969,3,140,Echinodiaceae,Echinodiaceae,NULL,16842,Hypnobryales,1
16970,3,140,Leskeaceae,Leskeaceae,NULL,16827,Hypnales,1
16971,3,140,Sematophyllaceae,Sematophyllaceae,NULL,16827,Hypnales,1
16972,3,140,Hylocomiaceae,Hylocomiaceae,NULL,16827,Hypnales,1
16973,3,140,Helodiaceae,Helodiaceae,NULL,16827,Hypnales,1
16974,3,140,Pleuroziopsidaceae,Pleuroziopsidaceae,NULL,16827,Hypnales,1
16975,3,140,Rhytidiaceae,Rhytidiaceae,NULL,16827,Hypnales,1
16976,3,140,Hypnaceae,Hypnaceae,NULL,16827,Hypnales,1
16977,3,140,Plagiotheciaceae,Plagiotheciaceae,NULL,16827,Hypnales,1
16978,3,140,Brachytheciaceae,Brachytheciaceae,NULL,16827,Hypnales,1
16979,3,140,Myriniaceae,Myriniaceae,NULL,16827,Hypnales,1
16980,3,140,Thuidiaceae,Thuidiaceae,NULL,16827,Hypnales,1
16981,3,140,Pterigynandraceae,Pterigynandraceae,NULL,16827,Hypnales,1
16982,3,140,Stereophyllaceae,Stereophyllaceae,NULL,16827,Hypnales,1
16983,3,140,Thamnobryaceae,Thamnobryaceae,NULL,16827,Hypnales,1
16984,3,140,Theliaceae,Theliaceae,NULL,16827,Hypnales,1
16985,3,140,Fabroniaceae,Fabroniaceae,NULL,16827,Hypnales,1
16986,3,140,Entodontaceae,Entodontaceae,NULL,16827,Hypnales,1
16987,3,140,Amblystegiaceae,Amblystegiaceae,NULL,16827,Hypnales,1
16988,3,140,Phyllogoniceae,Phyllogoniceae,NULL,16832,Isobryales,1
16989,3,140,Fontinalaceae,Fontinalaceae,NULL,16832,Isobryales,1
16990,3,140,Hydropogonaceae,Hydropogonaceae,NULL,16832,Isobryales,1
16991,3,140,Wardiaceae,Wardiaceae,NULL,16832,Isobryales,1
16992,3,140,Regmatodontaceae,Regmatodontaceae,NULL,16832,Isobryales,1
16993,3,140,Prionodontaceae,Prionodontaceae,NULL,16832,Isobryales,1
16994,3,140,Lepyrodontaceae,Lepyrodontaceae,NULL,16832,Isobryales,1
16995,3,140,Rutenbergiaceae,Rutenbergiaceae,NULL,16832,Isobryales,1
16996,3,140,Ptychomniaceae,Ptychomniaceae,NULL,16832,Isobryales,1
16997,3,140,Cyrtopodaceae,Cyrtopodaceae,NULL,16832,Isobryales,1
16998,3,140,Trachypodaceae,Trachypodaceae,NULL,16832,Isobryales,1
16999,3,140,Callicostaceae,Callicostaceae,NULL,16831,Hookeriales,1
17000,3,140,Daltoniaceae,Daltoniaceae,NULL,16831,Hookeriales,1
17001,3,140,Hookeriaceae,Hookeriaceae,NULL,16831,Hookeriales,1
17002,3,140,Ephemeropsidaceae,Ephemeropsidaceae,NULL,16831,Hookeriales,1
17003,3,140,Diphysciaceae,Diphysciaceae,NULL,16829,Buxbaumiales,1
17004,3,140,Buxbaumiaceae,Buxbaumiaceae,NULL,16829,Buxbaumiales,1
17005,3,140,Encalyptaceae,Encalyptaceae,NULL,16833,Pottiales,1
17006,3,140,Calymperaceae,Calymperaceae,NULL,16833,Pottiales,1
17007,3,140,Pottiaceae,Pottiaceae,NULL,16833,Pottiales,1
17008,3,140,Bryobartramiaceae,Bryobartramiaceae,NULL,16833,Pottiales,1
17009,3,140,Ditrichaceae,Ditrichaceae,NULL,16839,Dicranales,1
17010,3,140,Dicranaceae,Dicranaceae,NULL,16839,Dicranales,1
17011,3,140,Nanobryaceae,Nanobryaceae,NULL,16839,Dicranales,1
17012,3,140,Viridivelleraceae,Viridivelleraceae,NULL,16839,Dicranales,1
17013,3,140,Bryoxiphiaceae,Bryoxiphiaceae,NULL,16839,Dicranales,1
17014,3,140,Eustichiaceae,Eustichiaceae,NULL,16839,Dicranales,1
17015,3,140,Sorapillaceae,Sorapillaceae,NULL,16839,Dicranales,1
17016,3,140,Phyllodrepaniaceae,Phyllodrepaniaceae,NULL,16839,Dicranales,1
17017,3,140,Dicnemonaceae,Dicnemonaceae,NULL,16839,Dicranales,1
17018,3,140,Pleurophascaceae,Pleurophascaceae,NULL,16839,Dicranales,1
17019,3,140,Leucobryaceae,Leucobryaceae,NULL,16839,Dicranales,1
17020,3,140,Bruchiaceae,Bruchiaceae,NULL,16839,Dicranales,1
17021,3,140,Rhabdoweisiaceae,Rhabdoweisiaceae,NULL,16839,Dicranales,1
17022,3,140,Fissidentaceae,Fissidentaceae,NULL,16834,Fissidentales,1
17023,3,140,Scouleriaceae,Scouleriaceae,NULL,16836,Grimmiales,1
17024,3,140,Grimmiaceae,Grimmiaceae,NULL,16836,Grimmiales,1
17025,3,140,Ptychomitriaceae,Ptychomitriaceae,NULL,16836,Grimmiales,1
17026,3,140,Vetaformaceae,Vetaformaceae,NULL,16875,Lepicoleinae,1
